S.No.,Acc.No.,Title,Author,Publiser/Year,Bill No,Date,Titles,Vol,Branch,Cost,Remarks,Publisher/Year
,20104,Advanced Computer Architecture,Hwang,": TMH, 2010",,,,,,,,
,20105,Advanced Computer Architecture,Hwang,": TMH, 2010",,,,,,,,
,20106,Distributed Databases,Ceri,": TMH, 2010",2270,4/7/2012,T,5.0,M.Tech,350,,
,20107,Distributed Databases,Ceri,": TMH, 2010",,,,,,,,
,20108,Distributed Databases,Ceri,": TMH, 2010",,,,,,,,
,20109,Distributed Databases,Ceri,": TMH, 2010",,,,,,,,
,20110,Distributed Databases,Ceri,": TMH, 2010",,,,,,,,
,20111,Text Book of Environmental Science and Technology,Anji Reddy,": BSP, 2010",80640,16/07/2012,T,10.0,B.Tech,175,,
,20112,Text Book of Environmental Science and Technology,Anji Reddy,": BSP, 2010",,,,,,,,
,20113,Text Book of Environmental Science and Technology,Anji Reddy,": BSP, 2010",,,,,,,,
,20114,Text Book of Environmental Science and Technology,Anji Reddy,": BSP, 2010",,,,,,,,
,20115,Text Book of Environmental Science and Technology,Anji Reddy,": BSP, 2010",,,,,,,,
,20116,Text Book of Environmental Science and Technology,Anji Reddy,": BSP, 2010",,,,,,,,
,20117,Text Book of Environmental Science and Technology,Anji Reddy,": BSP, 2010",,,,,,,,
,20118,Text Book of Environmental Science and Technology,Anji Reddy,": BSP, 2010",,,,,,,,
,20119,Text Book of Environmental Science and Technology,Anji Reddy,": BSP, 2010",,,,,,,,
,20120,Text Book of Environmental Science and Technology,Anji Reddy,": BSP, 2010",,,,,,,,
,20121,Signals Systems and Communication,B.P.Lathi,": BSP, 2010",80640,16/07/2012,T,22.0,B.Tech,325,,
,20122,Signals Systems and Communication,B.P.Lathi,": BSP, 2010",,,,,,,,
,20123,Signals Systems and Communication,B.P.Lathi,": BSP, 2010",,,,,,,,
,20124,Signals Systems and Communication,B.P.Lathi,": BSP, 2010",,,,,,,,
,20125,Signals Systems and Communication,B.P.Lathi,": BSP, 2010",,,,,,,,
,20126,Signals Systems and Communication,B.P.Lathi,": BSP, 2010",,,,,,,,
,20127,Signals Systems and Communication,B.P.Lathi,": BSP, 2010",,,,,,,,
,20128,Signals Systems and Communication,B.P.Lathi,": BSP, 2010",,,,,,,,
,20129,Signals Systems and Communication,B.P.Lathi,": BSP, 2010",,,,,,,,
,20130,Signals Systems and Communication,B.P.Lathi,": BSP, 2010",,,,,,,,
,20131,Signals Systems and Communication,B.P.Lathi,": BSP, 2010",,,,,,,,
,20132,Signals Systems and Communication,B.P.Lathi,": BSP, 2010",,,,,,,,
,20133,Signals Systems and Communication,B.P.Lathi,": BSP, 2010",,,,,,,,
,20134,Signals Systems and Communication,B.P.Lathi,": BSP, 2010",,,,,,,,
,20135,Signals Systems and Communication,B.P.Lathi,": BSP, 2010",,,,,,,,
,20136,Signals Systems and Communication,B.P.Lathi,": BSP, 2010",,,,,,,,
,20137,Signals Systems and Communication,B.P.Lathi,": BSP, 2010",,,,,,,,
,20138,Signals Systems and Communication,B.P.Lathi,": BSP, 2010",,,,,,,,
,20139,Signals Systems and Communication,B.P.Lathi,": BSP, 2010",,,,,,,,
,20140,Signals Systems and Communication,B.P.Lathi,": BSP, 2010",,,,,,,,
,20141,Signals Systems and Communication,B.P.Lathi,": BSP, 2010",,,,,,,,
,20142,Signals Systems and Communication,B.P.Lathi,": BSP, 2010",,,,,,,,
,20143,Power Electronics and Motor Drives,Bose,": ELSEVIER, 2010",80640,16/07/2012,T,5.0,M.Tech,625,,
,20144,Power Electronics and Motor Drives,Bose,": ELSEVIER, 2010",,,,,,,,
,20145,Power Electronics and Motor Drives,Bose,": ELSEVIER, 2010",,,,,,,,
,20146,Power Electronics and Motor Drives,Bose,": ELSEVIER, 2010",,,,,,,,
,20147,Power Electronics and Motor Drives,Bose,": ELSEVIER, 2010",,,,,,,,
,20148,Engineering Metrology,Jain,": KHANNA, 2010",80640,16/07/2012,T,1.0,B.Tech,340,,
,20149,"EHV-AC, HVDC Transmission & Distribution",Rao,": KHANNA, 2010",80640,16/07/2012,T,5.0,M.Tech,275,,
,20150,"EHV-AC, HVDC Transmission & Distribution",Rao,": KHANNA, 2010",,,,,,,,
,20151,"EHV-AC, HVDC Transmission & Distribution",Rao,": KHANNA, 2010",,,,,,,,
,20152,"EHV-AC, HVDC Transmission & Distribution",Rao,": KHANNA, 2010",,,,,,,,
,20153,"EHV-AC, HVDC Transmission & Distribution",Rao,": KHANNA, 2010",,,,,,,,
,20154,Thermal Engineering,Rajput,": LAXMI, 2010",80640,16/07/2012,T,1.0,B.Tech,850,,
,20155,HVDE Power Transmission Systems,Padiyar,": NAROSA, 2010",80640,16/07/2012,T,5.0,M.Tech,299,,
,20156,HVDE Power Transmission Systems,Padiyar,": NAROSA, 2010",,,,,,,,
,20157,HVDE Power Transmission Systems,Padiyar,": NAROSA, 2010",,,,,,,,
,20158,HVDE Power Transmission Systems,Padiyar,": NAROSA, 2010",,,,,,,,
,20159,HVDE Power Transmission Systems,Padiyar,": NAROSA, 2010",,,,,,,,
,20160,Fundamentals of Electrical Drives,Dubey,": NAROSA, 2010",80640,16/07/2012,T,5.0,M.Tech,330,,
,20161,Fundamentals of Electrical Drives,Dubey,": NAROSA, 2010",,,,,,,,
,20162,Fundamentals of Electrical Drives,Dubey,": NAROSA, 2010",,,,,,,,
,20163,Fundamentals of Electrical Drives,Dubey,": NAROSA, 2010",,,,,,,,
,20164,Fundamentals of Electrical Drives,Dubey,": NAROSA, 2010",,,,,,,,
,20165,"Datastructures,Algorithms &applications in C++",Sahani,": OL, 2010",80640,16/07/2012,T,29.0,B.Tech,395,,
,20166,"Datastructures,Algorithms &applications in C++",Sahani,": OL, 2010",,,,,,,,
,20167,"Datastructures,Algorithms &applications in C++",Sahani,": OL, 2010",,,,,,,,
,20168,"Datastructures,Algorithms &applications in C++",Sahani,": OL, 2010",,,,,,,,
,20169,"Datastructures,Algorithms &applications in C++",Sahani,": OL, 2010",,,,,,,,
,20170,"Datastructures,Algorithms &applications in C++",Sahani,": OL, 2010",,,,,,,,
,20171,"Datastructures,Algorithms &applications in C++",Sahani,": OL, 2010",,,,,,,,
,20172,"Datastructures,Algorithms &applications in C++",Sahani,": OL, 2010",,,,,,,,
,20173,"Datastructures,Algorithms &applications in C++",Sahani,": OL, 2010",,,,,,,,
,20174,"Datastructures,Algorithms &applications in C++",Sahani,": OL, 2010",,,,,,,,
,20175,"Datastructures,Algorithms &applications in C++",Sahani,": OL, 2010",,,,,,,,
,20176,"Datastructures,Algorithms &applications in C++",Sahani,": OL, 2010",,,,,,,,
,20177,"Datastructures,Algorithms &applications in C++",Sahani,": OL, 2010",,,,,,,,
,20178,"Datastructures,Algorithms &applications in C++",Sahani,": OL, 2010",,,,,,,,
,20179,"Datastructures,Algorithms &applications in C++",Sahani,": OL, 2010",,,,,,,,
,20180,"Datastructures,Algorithms &applications in C++",Sahani,": OL, 2010",,,,,,,,
,20181,"Datastructures,Algorithms &applications in C++",Sahani,": OL, 2010",,,,,,,,
,20182,"Datastructures,Algorithms &applications in C++",Sahani,": OL, 2010",,,,,,,,
,20183,"Datastructures,Algorithms &applications in C++",Sahani,": OL, 2010",,,,,,,,
,20184,"Datastructures,Algorithms &applications in C++",Sahani,": OL, 2010",,,,,,,,
,20185,"Datastructures,Algorithms &applications in C++",Sahani,": OL, 2010",,,,,,,,
,20186,"Datastructures,Algorithms &applications in C++",Sahani,": OL, 2010",,,,,,,,
,20187,"Datastructures,Algorithms &applications in C++",Sahani,": OL, 2010",,,,,,,,
,20188,"Datastructures,Algorithms &applications in C++",Sahani,": OL, 2010",,,,,,,,
,20189,"Datastructures,Algorithms &applications in C++",Sahani,": OL, 2010",,,,,,,,
,20190,"Datastructures,Algorithms &applications in C++",Sahani,": OL, 2010",,,,,,,,
,20191,"Datastructures,Algorithms &applications in C++",Sahani,": OL, 2010",,,,,,,,
,20192,"Datastructures,Algorithms &applications in C++",Sahani,": OL, 2010",,,,,,,,
,20193,"Datastructures,Algorithms &applications in C++",Sahani,": OL, 2010",,,,,,,,
,20194,Computer System Architecture,Mano,": PEAR, 2010",80640,16/07/2012,T,9.0,B.Tech,350,,
,20195,Computer System Architecture,Mano,": PEAR, 2010",,,,,,,,
,20196,Computer System Architecture,Mano,": PEAR, 2010",,,,,,,,
,20197,Computer System Architecture,Mano,": PEAR, 2010",,,,,,,,
,20198,Computer System Architecture,Mano,": PEAR, 2010",,,,,,,,
,20199,Computer System Architecture,Mano,": PEAR, 2010",,,,,,,,
,20200,Computer System Architecture,Mano,": PEAR, 2010",,,,,,,,
,20201,Computer System Architecture,Mano,": PEAR, 2010",,,,,,,,
,20202,Computer System Architecture,Mano,": PEAR, 2010",,,,,,,,
,20203,Digital Design,Mano,": PEAR, 2010",80640,16/07/2012,T,20.0,B.Tech,425,,
,20204,Digital Design,Mano,": PEAR, 2010",,,,,,,,
,20205,Digital Design,Mano,": PEAR, 2010",,,,,,,,
,20206,Digital Design,Mano,": PEAR, 2010",,,,,,,,
,20207,Digital Design,Mano,": PEAR, 2010",,,,,,,,
,20208,Digital Design,Mano,": PEAR, 2010",,,,,,,,
,20209,Digital Design,Mano,": PEAR, 2010",,,,,,,,
,20210,Digital Design,Mano,": PEAR, 2010",,,,,,,,
,20211,Digital Design,Mano,": PEAR, 2010",,,,,,,,
,20212,Digital Design,Mano,": PEAR, 2010",,,,,,,,
,20213,Digital Design,Mano,": PEAR, 2010",,,,,,,,
,20214,Digital Design,Mano,": PEAR, 2010",,,,,,,,
,20215,Digital Design,Mano,": PEAR, 2010",,,,,,,,
,20216,Digital Design,Mano,": PEAR, 2010",,,,,,,,
,20217,Digital Design,Mano,": PEAR, 2010",,,,,,,,
,20218,Digital Design,Mano,": PEAR, 2010",,,,,,,,
,20219,Digital Design,Mano,": PEAR, 2010",,,,,,,,
,20220,Digital Design,Mano,": PEAR, 2010",,,,,,,,
,20221,Digital Design,Mano,": PEAR, 2010",,,,,,,,
,20222,Digital Design,Mano,": PEAR, 2010",,,,,,,,
,20223,Power Electronics,Rashid,": PEAR, 2010",80640,16/07/2012,T,5.0,M.Tech,465,,
,20224,Power Electronics,Rashid,": PEAR, 2010",,,,,,,,
,20225,Power Electronics,Rashid,": PEAR, 2010",,,,,,,,
,20226,Power Electronics,Rashid,": PEAR, 2010",,,,,,,,
,20227,Power Electronics,Rashid,": PEAR, 2010",,,,,,,,
,20228,Engineering mathematics,Iyengar,": SCHAND, 2010",80640,16/07/2012,T,41.0,B.Tech,250,,
,20229,Engineering mathematics,Iyengar,": SCHAND, 2010",,,,,,,,
,20230,Engineering mathematics,Iyengar,": SCHAND, 2010",,,,,,,,
,20231,Engineering mathematics,Iyengar,": SCHAND, 2010",,,,,,,,
,20232,Engineering mathematics,Iyengar,": SCHAND, 2010",,,,,,,,
,20233,Engineering mathematics,Iyengar,": SCHAND, 2010",,,,,,,,
,20234,Engineering mathematics,Iyengar,": SCHAND, 2010",,,,,,,,
,20235,Engineering mathematics,Iyengar,": SCHAND, 2010",,,,,,,,
,20236,Engineering mathematics,Iyengar,": SCHAND, 2010",,,,,,,,
,20237,Engineering mathematics,Iyengar,": SCHAND, 2010",,,,,,,,
,20238,Engineering mathematics,Iyengar,": SCHAND, 2010",,,,,,,,
,20239,Engineering mathematics,Iyengar,": SCHAND, 2010",,,,,,,,
,20240,Engineering mathematics,Iyengar,": SCHAND, 2010",,,,,,,,
,20241,Engineering mathematics,Iyengar,": SCHAND, 2010",,,,,,,,
,20242,Engineering mathematics,Iyengar,": SCHAND, 2010",,,,,,,,
,20243,Engineering mathematics,Iyengar,": SCHAND, 2010",,,,,,,,
,20244,Engineering mathematics,Iyengar,": SCHAND, 2010",,,,,,,,
,20245,Engineering mathematics,Iyengar,": SCHAND, 2010",,,,,,,,
,20246,Engineering mathematics,Iyengar,": SCHAND, 2010",,,,,,,,
,20247,Engineering mathematics,Iyengar,": SCHAND, 2010",,,,,,,,
,20248,Engineering mathematics,Iyengar,": SCHAND, 2010",,,,,,,,
,20249,Engineering mathematics,Iyengar,": SCHAND, 2010",,,,,,,,
,20250,Engineering mathematics,Iyengar,": SCHAND, 2010",,,,,,,,
,20251,Engineering mathematics,Iyengar,": SCHAND, 2010",,,,,,,,
,20252,Engineering mathematics,Iyengar,": SCHAND, 2010",,,,,,,,
,20253,Engineering mathematics,Iyengar,": SCHAND, 2010",,,,,,,,
,20254,Engineering mathematics,Iyengar,": SCHAND, 2010",,,,,,,,
,20255,Engineering mathematics,Iyengar,": SCHAND, 2010",,,,,,,,
,20256,Engineering mathematics,Iyengar,": SCHAND, 2010",,,,,,,,
,20257,Engineering mathematics,Iyengar,": SCHAND, 2010",,,,,,,,
,20258,Engineering mathematics,Iyengar,": SCHAND, 2010",,,,,,,,
,20259,Engineering mathematics,Iyengar,": SCHAND, 2010",,,,,,,,
,20260,Engineering mathematics,Iyengar,": SCHAND, 2010",,,,,,,,
,20261,Engineering mathematics,Iyengar,": SCHAND, 2010",,,,,,,,
,20262,Engineering mathematics,Iyengar,": SCHAND, 2010",,,,,,,,
,20263,Engineering mathematics,Iyengar,": SCHAND, 2010",,,,,,,,
,20264,Engineering mathematics,Iyengar,": SCHAND, 2010",,,,,,,,
,20265,Engineering mathematics,Iyengar,": SCHAND, 2010",,,,,,,,
,20266,Engineering mathematics,Iyengar,": SCHAND, 2010",,,,,,,,
,20267,Engineering mathematics,Iyengar,": SCHAND, 2010",,,,,,,,
,20268,Engineering mathematics,Iyengar,": SCHAND, 2010",,,,,,,,
,20269,Probability & Statistics,Iyengar,": SCHAND, 2010",80640,16/07/2012,T,10.0,MBA,260,,
,20270,Probability & Statistics,Iyengar,": SCHAND, 2010",,,,,,,,
,20271,Probability & Statistics,Iyengar,": SCHAND, 2010",,,,,,,,
,20272,Probability & Statistics,Iyengar,": SCHAND, 2010",,,,,,,,
,20273,Probability & Statistics,Iyengar,": SCHAND, 2010",,,,,,,,
,20274,Probability & Statistics,Iyengar,": SCHAND, 2010",,,,,,,,
,20275,Probability & Statistics,Iyengar,": SCHAND, 2010",,,,,,,,
,20276,Probability & Statistics,Iyengar,": SCHAND, 2010",,,,,,,,
,20277,Probability & Statistics,Iyengar,": SCHAND, 2010",,,,,,,,
,20278,Probability & Statistics,Iyengar,": SCHAND, 2010",,,,,,,,
,20279,Strength of Materials,Khurmi,": SCHAND, 2010",80640,16/07/2012,T,20.0,B.Tech,545,,
,20280,Strength of Materials,Khurmi,": SCHAND, 2010",,,,,,,,
,20281,Strength of Materials,Khurmi,": SCHAND, 2010",,,,,,,,
,20282,Strength of Materials,Khurmi,": SCHAND, 2010",,,,,,,,
,20283,Strength of Materials,Khurmi,": SCHAND, 2010",,,,,,,,
,20284,Strength of Materials,Khurmi,": SCHAND, 2010",,,,,,,,
,20285,Strength of Materials,Khurmi,": SCHAND, 2010",,,,,,,,
,20286,Strength of Materials,Khurmi,": SCHAND, 2010",,,,,,,,
,20287,Strength of Materials,Khurmi,": SCHAND, 2010",,,,,,,,
,20288,Strength of Materials,Khurmi,": SCHAND, 2010",,,,,,,,
,20289,Strength of Materials,Khurmi,": SCHAND, 2010",,,,,,,,
,20290,Strength of Materials,Khurmi,": SCHAND, 2010",,,,,,,,
,20291,Strength of Materials,Khurmi,": SCHAND, 2010",,,,,,,,
,20292,Strength of Materials,Khurmi,": SCHAND, 2010",,,,,,,,
,20293,Strength of Materials,Khurmi,": SCHAND, 2010",,,,,,,,
,20294,Strength of Materials,Khurmi,": SCHAND, 2010",,,,,,,,
,20295,Strength of Materials,Khurmi,": SCHAND, 2010",,,,,,,,
,20296,Strength of Materials,Khurmi,": SCHAND, 2010",,,,,,,,
,20297,Strength of Materials,Khurmi,": SCHAND, 2010",,,,,,,,
,20298,Strength of Materials,Khurmi,": SCHAND, 2010",,,,,,,,
,20299,Principles of Electrical Engineering and Electroni,Mehta v.k,": SCHAND, 2010",80640,16/07/2012,T,40.0,B.Tech,525,,
,20300,Principles of Electrical Engineering and Electroni,Mehta v.k,": SCHAND, 2010",,,,,,,,
,20301,Principles of Electrical Engineering and Electroni,Mehta v.k,": SCHAND, 2010",,,,,,,,
,20302,Principles of Electrical Engineering and Electroni,Mehta v.k,": SCHAND, 2010",,,,,,,,
,20303,Principles of Electrical Engineering and Electroni,Mehta v.k,": SCHAND, 2010",,,,,,,,
,20304,Principles of Electrical Engineering and Electroni,Mehta v.k,": SCHAND, 2010",,,,,,,,
,20305,Principles of Electrical Engineering and Electroni,Mehta v.k,": SCHAND, 2010",,,,,,,,
,20306,Principles of Electrical Engineering and Electroni,Mehta v.k,": SCHAND, 2010",,,,,,,,
,20307,Principles of Electrical Engineering and Electroni,Mehta v.k,": SCHAND, 2010",,,,,,,,
,20308,Principles of Electrical Engineering and Electroni,Mehta v.k,": SCHAND, 2010",,,,,,,,
,20309,Principles of Electrical Engineering and Electroni,Mehta v.k,": SCHAND, 2010",,,,,,,,
,20310,Principles of Electrical Engineering and Electroni,Mehta v.k,": SCHAND, 2010",,,,,,,,
,20311,Principles of Electrical Engineering and Electroni,Mehta v.k,": SCHAND, 2010",,,,,,,,
,20312,Principles of Electrical Engineering and Electroni,Mehta v.k,": SCHAND, 2010",,,,,,,,
,20313,Principles of Electrical Engineering and Electroni,Mehta v.k,": SCHAND, 2010",,,,,,,,
,20314,Principles of Electrical Engineering and Electroni,Mehta v.k,": SCHAND, 2010",,,,,,,,
,20315,Principles of Electrical Engineering and Electroni,Mehta v.k,": SCHAND, 2010",,,,,,,,
,20316,Principles of Electrical Engineering and Electroni,Mehta v.k,": SCHAND, 2010",,,,,,,,
,20317,Principles of Electrical Engineering and Electroni,Mehta v.k,": SCHAND, 2010",,,,,,,,
,20318,Principles of Electrical Engineering and Electroni,Mehta v.k,": SCHAND, 2010",,,,,,,,
,20319,Principles of Electrical Engineering and Electroni,Mehta v.k,": SCHAND, 2010",,,,,,,,
,20320,Principles of Electrical Engineering and Electroni,Mehta v.k,": SCHAND, 2010",,,,,,,,
,20321,Principles of Electrical Engineering and Electroni,Mehta v.k,": SCHAND, 2010",,,,,,,,
,20322,Principles of Electrical Engineering and Electroni,Mehta v.k,": SCHAND, 2010",,,,,,,,
,20323,Principles of Electrical Engineering and Electroni,Mehta v.k,": SCHAND, 2010",,,,,,,,
,20324,Principles of Electrical Engineering and Electroni,Mehta v.k,": SCHAND, 2010",,,,,,,,
,20325,Principles of Electrical Engineering and Electroni,Mehta v.k,": SCHAND, 2010",,,,,,,,
,20326,Principles of Electrical Engineering and Electroni,Mehta v.k,": SCHAND, 2010",,,,,,,,
,20327,Principles of Electrical Engineering and Electroni,Mehta v.k,": SCHAND, 2010",,,,,,,,
,20328,Principles of Electrical Engineering and Electroni,Mehta v.k,": SCHAND, 2010",,,,,,,,
,20329,Principles of Electrical Engineering and Electroni,Mehta v.k,": SCHAND, 2010",,,,,,,,
,20330,Principles of Electrical Engineering and Electroni,Mehta v.k,": SCHAND, 2010",,,,,,,,
,20331,Principles of Electrical Engineering and Electroni,Mehta v.k,": SCHAND, 2010",,,,,,,,
,20332,Principles of Electrical Engineering and Electroni,Mehta v.k,": SCHAND, 2010",,,,,,,,
,20333,Principles of Electrical Engineering and Electroni,Mehta v.k,": SCHAND, 2010",,,,,,,,
,20334,Principles of Electrical Engineering and Electroni,Mehta v.k,": SCHAND, 2010",,,,,,,,
,20335,Principles of Electrical Engineering and Electroni,Mehta v.k,": SCHAND, 2010",,,,,,,,
,20336,Principles of Electrical Engineering and Electroni,Mehta v.k,": SCHAND, 2010",,,,,,,,
,20337,Principles of Electrical Engineering and Electroni,Mehta v.k,": SCHAND, 2010",,,,,,,,
,20338,Principles of Electrical Engineering and Electroni,Mehta v.k,": SCHAND, 2010",,,,,,,,
,20339,Text Book of Machine Design,Khurmi,": SCHAND, 2010",80640,16/07/2012,T,1.0,B.Tech,695,,
,20340,Management Science,Aryasri,": TMH, 2010",80640,16/07/2012,T,2.0,MBA,265,,
,20341,Management Science,Aryasri,": TMH, 2010",,,,,,,,
,20342,UNIX Concepts and Application,Das,": TMH, 2010",80640,16/07/2012,T,5.0,M.Tech,475,,
,20343,UNIX Concepts and Application,Das,": TMH, 2010",,,,,,,,
,20344,UNIX Concepts and Application,Das,": TMH, 2010",,,,,,,,
,20345,UNIX Concepts and Application,Das,": TMH, 2010",,,,,,,,
,20346,UNIX Concepts and Application,Das,": TMH, 2010",,,,,,,,
,20347,Electrical Power System Quality,Dugan,": TMH, 2010",80640,16/07/2012,T,5.0,M.Tech,450,,
,20348,Electrical Power System Quality,Dugan,": TMH, 2010",,,,,,,,
,20349,Electrical Power System Quality,Dugan,": TMH, 2010",,,,,,,,
,20350,Electrical Power System Quality,Dugan,": TMH, 2010",,,,,,,,
,20351,Electrical Power System Quality,Dugan,": TMH, 2010",,,,,,,,
,20352,Engineering Electromagnetics,Hayt,": TMH, 2010",80640,16/07/2012,T,19.0,B.Tech,410,,
,20353,Engineering Electromagnetics,Hayt,": TMH, 2010",,,,,,,,
,20354,Engineering Electromagnetics,Hayt,": TMH, 2010",,,,,,,,
,20355,Engineering Electromagnetics,Hayt,": TMH, 2010",,,,,,,,
,20356,Engineering Electromagnetics,Hayt,": TMH, 2010",,,,,,,,
,20357,Engineering Electromagnetics,Hayt,": TMH, 2010",,,,,,,,
,20358,Engineering Electromagnetics,Hayt,": TMH, 2010",,,,,,,,
,20359,Engineering Electromagnetics,Hayt,": TMH, 2010",,,,,,,,
,20360,Engineering Electromagnetics,Hayt,": TMH, 2010",,,,,,,,
,20361,Engineering Electromagnetics,Hayt,": TMH, 2010",,,,,,,,
,20362,Engineering Electromagnetics,Hayt,": TMH, 2010",,,,,,,,
,20363,Engineering Electromagnetics,Hayt,": TMH, 2010",,,,,,,,
,20364,Engineering Electromagnetics,Hayt,": TMH, 2010",,,,,,,,
,20365,Engineering Electromagnetics,Hayt,": TMH, 2010",,,,,,,,
,20366,Engineering Electromagnetics,Hayt,": TMH, 2010",,,,,,,,
,20367,Engineering Electromagnetics,Hayt,": TMH, 2010",,,,,,,,
,20368,Engineering Electromagnetics,Hayt,": TMH, 2010",,,,,,,,
,20369,Engineering Electromagnetics,Hayt,": TMH, 2010",,,,,,,,
,20370,Engineering Electromagnetics,Hayt,": TMH, 2010",,,,,,,,
,20371,Electronic Devices &Circuits,Millman,": TMH, 2010",80640,16/07/2012,T,22.0,B.Tech,450,,
,20372,Electronic Devices &Circuits,Millman,": TMH, 2010",,,,,,,,
,20373,Electronic Devices &Circuits,Millman,": TMH, 2010",,,,,,,,
,20374,Electronic Devices &Circuits,Millman,": TMH, 2010",,,,,,,,
,20375,Electronic Devices &Circuits,Millman,": TMH, 2010",,,,,,,,
,20376,Electronic Devices &Circuits,Millman,": TMH, 2010",,,,,,,,
,20377,Electronic Devices &Circuits,Millman,": TMH, 2010",,,,,,,,
,20378,Electronic Devices &Circuits,Millman,": TMH, 2010",,,,,,,,
,20379,Electronic Devices &Circuits,Millman,": TMH, 2010",,,,,,,,
,20380,Electronic Devices &Circuits,Millman,": TMH, 2010",,,,,,,,
,20381,Electronic Devices &Circuits,Millman,": TMH, 2010",,,,,,,,
,20382,Electronic Devices &Circuits,Millman,": TMH, 2010",,,,,,,,
,20383,Electronic Devices &Circuits,Millman,": TMH, 2010",,,,,,,,
,20384,Electronic Devices &Circuits,Millman,": TMH, 2010",,,,,,,,
,20385,Electronic Devices &Circuits,Millman,": TMH, 2010",,,,,,,,
,20386,Electronic Devices &Circuits,Millman,": TMH, 2010",,,,,,,,
,20387,Electronic Devices &Circuits,Millman,": TMH, 2010",,,,,,,,
,20388,Electronic Devices &Circuits,Millman,": TMH, 2010",,,,,,,,
,20389,Electronic Devices &Circuits,Millman,": TMH, 2010",,,,,,,,
,20390,Electronic Devices &Circuits,Millman,": TMH, 2010",,,,,,,,
,20391,Electronic Devices &Circuits,Millman,": TMH, 2010",,,,,,,,
,20392,Electronic Devices &Circuits,Millman,": TMH, 2010",,,,,,,,
,20393,Basic and Applied Thermodynamics,Nag,": TMH, 2010",80640,16/07/2012,T,20.0,B.Tech,499,,
,20394,Basic and Applied Thermodynamics,Nag,": TMH, 2010",,,,,,,,
,20395,Basic and Applied Thermodynamics,Nag,": TMH, 2010",,,,,,,,
,20396,Basic and Applied Thermodynamics,Nag,": TMH, 2010",,,,,,,,
,20397,Basic and Applied Thermodynamics,Nag,": TMH, 2010",,,,,,,,
,20398,Basic and Applied Thermodynamics,Nag,": TMH, 2010",,,,,,,,
,20399,Basic and Applied Thermodynamics,Nag,": TMH, 2010",,,,,,,,
,20400,Basic and Applied Thermodynamics,Nag,": TMH, 2010",,,,,,,,
,20401,Basic and Applied Thermodynamics,Nag,": TMH, 2010",,,,,,,,
,20402,Basic and Applied Thermodynamics,Nag,": TMH, 2010",,,,,,,,
,20403,Basic and Applied Thermodynamics,Nag,": TMH, 2010",,,,,,,,
,20404,Basic and Applied Thermodynamics,Nag,": TMH, 2010",,,,,,,,
,20405,Basic and Applied Thermodynamics,Nag,": TMH, 2010",,,,,,,,
,20406,Basic and Applied Thermodynamics,Nag,": TMH, 2010",,,,,,,,
,20407,Basic and Applied Thermodynamics,Nag,": TMH, 2010",,,,,,,,
,20408,Basic and Applied Thermodynamics,Nag,": TMH, 2010",,,,,,,,
,20409,Basic and Applied Thermodynamics,Nag,": TMH, 2010",,,,,,,,
,20410,Basic and Applied Thermodynamics,Nag,": TMH, 2010",,,,,,,,
,20411,Basic and Applied Thermodynamics,Nag,": TMH, 2010",,,,,,,,
,20412,Basic and Applied Thermodynamics,Nag,": TMH, 2010",,,,,,,,
,20413,Software Engineering,Pressman,": TMH, 2010",80640,16/07/2012,T,5.0,B.Tech,595,,
,20414,Software Engineering,Pressman,": TMH, 2010",,,,,,,,
,20415,Software Engineering,Pressman,": TMH, 2010",,,,,,,,
,20416,Software Engineering,Pressman,": TMH, 2010",,,,,,,,
,20417,Software Engineering,Pressman,": TMH, 2010",,,,,,,,
,20418,Theory of Machines,Rattan,": TMH, 2010",80640,16/07/2012,T,1.0,B.Tech,450,,
,20419,Power Electronics,Singh,": TMH, 2010",80640,16/07/2012,T,2.0,B.Tech,435,,
,20420,Power Electronics,Singh,": TMH, 2010",,,,,,,,
,20421,Circuits and Networks,Sudhakar,": TMH, 2010",80640,16/07/2012,T,22.0,B.Tech,399,,
,20422,Circuits and Networks,Sudhakar,": TMH, 2010",,,,,,,,
,20423,Circuits and Networks,Sudhakar,": TMH, 2010",,,,,,,,
,20424,Circuits and Networks,Sudhakar,": TMH, 2010",,,,,,,,
,20425,Circuits and Networks,Sudhakar,": TMH, 2010",,,,,,,,
,20426,Circuits and Networks,Sudhakar,": TMH, 2010",,,,,,,,
,20427,Circuits and Networks,Sudhakar,": TMH, 2010",,,,,,,,
,20428,Circuits and Networks,Sudhakar,": TMH, 2010",,,,,,,,
,20429,Circuits and Networks,Sudhakar,": TMH, 2010",,,,,,,,
,20430,Circuits and Networks,Sudhakar,": TMH, 2010",,,,,,,,
,20431,Circuits and Networks,Sudhakar,": TMH, 2010",,,,,,,,
,20432,Circuits and Networks,Sudhakar,": TMH, 2010",,,,,,,,
,20433,Circuits and Networks,Sudhakar,": TMH, 2010",,,,,,,,
,20434,Circuits and Networks,Sudhakar,": TMH, 2010",,,,,,,,
,20435,Circuits and Networks,Sudhakar,": TMH, 2010",,,,,,,,
,20436,Circuits and Networks,Sudhakar,": TMH, 2010",,,,,,,,
,20437,Circuits and Networks,Sudhakar,": TMH, 2010",,,,,,,,
,20438,Circuits and Networks,Sudhakar,": TMH, 2010",,,,,,,,
,20439,Circuits and Networks,Sudhakar,": TMH, 2010",,,,,,,,
,20440,Circuits and Networks,Sudhakar,": TMH, 2010",,,,,,,,
